Date,Forecast,Lower_CI,Upper_CI,Actual
2024-08,4.357658700657638,3.6424847197878414,5.072832681527435,4.6
2024-09,4.399218960843214,3.109660902460112,5.6887770192263165,4.4
2024-10,4.3920915944744605,2.753040787023016,6.031142401925905,3.8
2024-11,4.3933139003774455,2.4616244648990158,6.325003335855875,2.8
