Date,Forecast,Lower_CI,Upper_CI,Actual
2024Q2,0.2851160529484693,-6.911799022,7.482031128145684,0.4
2024Q3,0.2159122394140365,-7.391745753,7.823570231983775,-0.3
2024Q4,0.2417834036454914,-7.449718354,7.9332851614088815,0.6
2025Q1,0.23211172365407173,-7.460525419,7.924748866745373,0.1
